,molecule_chembl_id,IC50,units,smiles,pIC50,ro5_fulfilled
3891,CHEMBL392361,400.0,nM,CN(c1cc2cc(n1)NCCCCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,6.3979400086720375,True
3892,CHEMBL2347190,400.0,nM,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OCC3(F)F)c2)nc1,6.3979400086720375,True
3893,CHEMBL2180029,400.0,nM,COc1c(C)cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,6.3979400086720375,True
3895,CHEMBL3653355,400.0,nM,CC1(c2cccc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)c2)COCC(N)=N1,6.3979400086720375,True
3896,CHEMBL1097334,400.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3ccncc3)CCN2)c1,6.3979400086720375,True
3897,CHEMBL3670367,400.0,nM,C[C@@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,6.3979400086720375,True
3898,CHEMBL3650804,401.0,nM,CC1(C)Oc2ccc(-c3cncc(Cl)c3)cc2C2(COC(N)=N2)C12COC2,6.396855627379818,True
3899,CHEMBL3650774,401.0,nM,COc1cccc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1,6.396855627379818,True
3900,CHEMBL3653721,401.0,nM,CCC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](OC)CC1,6.396855627379818,True
3901,CHEMBL3924654,403.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C)O1,6.39469495385889,True
3902,CHEMBL3703256,406.0,nM,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(CSC(N)=N2)C12COC2,6.391473966422806,True
3903,CHEMBL4205130,408.0,nM,CC1=COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,6.38933983691012,True
3904,CHEMBL2181917,408.0,nM,C[C@@H](O)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,6.38933983691012,True
3905,CHEMBL3653694,408.0,nM,CC1=NC2(N=C1N)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1CC21CCC(F)(F)CC1,6.38933983691012,True
3906,CHEMBL3670926,410.0,nM,COc1ccc(Nc2ccc(F)c([C@@]3(C)N=C(N)COC(C)(C)C3(F)F)c2)cn1,6.3872161432802645,True
3907,CHEMBL3972123,410.0,nM,C[C@@]1(c2cc(NCC(F)F)ccc2F)COCC(N)=N1,6.3872161432802645,True
3909,CHEMBL1091220,410.0,nM,Nc1cccc(Cn2c(-c3ccc(Oc4cccnc4)cc3)ccc2-c2ccccc2Cl)n1,6.3872161432802645,True
3910,CHEMBL3670377,410.0,nM,C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ncc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,6.3872161432802645,True
3911,CHEMBL1208874,410.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(N(C)C)c2)CCCCC1,6.3872161432802645,True
3912,CHEMBL4554426,410.0,nM,Cc1noc(-c2ccc(F)cc2)c1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)N=C(N)S1,6.3872161432802645,True
3913,CHEMBL1092912,410.0,nM,Nc1cccc(Cn2c(-c3ccc(Oc4cccnn4)cc3)ccc2-c2ccccc2Cl)n1,6.3872161432802645,True
3914,CHEMBL3672721,411.0,nM,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,6.386158178123931,True
3915,CHEMBL406146,413.0,nM,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,6.384049948343598,False
3916,CHEMBL3688731,413.0,nM,COc1cc(F)cnc1C(=O)Nc1ccc(F)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,6.384049948343598,True
3917,CHEMBL3673227,413.0,nM,COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccccc21,6.384049948343598,True
3918,CHEMBL2408746,414.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCOc2ccc(OC(C)C)cc21,6.3829996588791005,True
3919,CHEMBL2181909,414.0,nM,CCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,6.3829996588791005,False
3920,CHEMBL3688622,414.5,nM,CC(F)(F)Oc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,6.382475465113707,True
3921,CHEMBL4108208,415.5,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1[C@]21N=C(N)N(CC2CCO2)C1=O,6.381428971879871,True
3922,CHEMBL267053,418.0,nM,CC(=O)c1ccccc1-c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,6.3788237182249645,False
3923,CHEMBL3938762,418.0,nM,COCCn1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)n1,6.3788237182249645,True
3924,CHEMBL3703237,418.0,nM,NC1=NC2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1OCC21CC1,6.3788237182249645,True
3925,CHEMBL309296,419.0,nM,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CCCC(F)(F)F)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,6.377785977033705,False
3926,CHEMBL3653359,420.0,nM,CC1(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)COCC(N)=N1,6.376750709602099,True
3927,CHEMBL3261066,420.0,nM,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)(F)F)COC1,6.376750709602099,True
3928,CHEMBL448939,420.0,nM,CCn1c(=O)[nH]c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(OC)c3)cc21,6.376750709602099,True
3929,CHEMBL201155,420.0,nM,CN(c1cc(CCC2CC2)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1)S(C)(=O)=O,6.376750709602099,True
3931,CHEMBL4552231,420.0,nM,CCc1noc(CC)c1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)N=C(N)S1,6.376750709602099,True
3932,CHEMBL4454975,420.0,nM,Cc1noc(C(F)F)c1[C@@H]1C[C@@](C)(c2ccc(F)cc2F)N=C(N)S1,6.376750709602099,True
3933,CHEMBL3653383,420.0,nM,NC1=NC(c2cccc(NC(=O)c3ccc(Br)cn3)c2)(C(F)(F)F)COC1,6.376750709602099,True
3935,CHEMBL3918509,422.0,nM,NC1=N[C@@]2(c3ccccc3F)CO[C@@H](C3CC3)C[C@H]2CS1,6.374687549038326,True
3936,CHEMBL3912399,423.4,nM,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(N)N(C)C1=O,6.373249146316606,True
3937,CHEMBL3656261,423.8,nM,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,6.372839047625224,True
3938,CHEMBL4547714,424.9,nM,Cc1ccc(-c2cccc(C3(c4ccccc4)N=C(N)N(C)C3=O)c2)cc1C,6.371713268910486,True
3941,CHEMBL4846642,430.0,nM,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNc1ccc(CC(=O)O)cc1,6.366531544420413,False
3942,CHEMBL373423,430.0,nM,C[C@@H](NC(=O)c1cc(COC[C@](C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,6.366531544420413,True
3945,CHEMBL1645504,430.0,nM,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCC(O)(Cc1ccccc1)C(=O)Nc1cccc(C(=O)O)c1,6.366531544420413,False
3946,CHEMBL260834,430.0,nM,CC(C)(C)c1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(Cc3cc(F)cc(F)c3)C(=O)N2)c1,6.366531544420413,True
3948,CHEMBL2349499,431.0,nM,CC(C)COc1ccc2c(c1)C1(CC(C)(C)O2)N=C(N)N(C)C1=O,6.3655227298392685,True
3949,CHEMBL3656185,432.3,nM,CCOC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,6.3642147644663485,True
3950,CHEMBL3670321,435.0,nM,C[C@@]1(c2cc(NC(=O)c3cc4n(n3)CCN4)ccc2F)C=CSC(N)=N1,6.361510743045363,True
3951,CHEMBL3948402,435.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ncn(C)n3)cs2)CO1,6.361510743045363,True
3952,CHEMBL3645173,435.0,nM,CC1(c2cccc(NC(=O)c3ccc(C(N)=O)cn3)c2)CCSC(N)=N1,6.361510743045363,True
3956,CHEMBL3654226,439.0,nM,Cc1noc([C@H]2CC3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,6.357535479757878,True
3957,CHEMBL1210433,440.0,nM,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)c1,6.356547323513812,True
3958,CHEMBL3670924,440.0,nM,CC1(C)OCC(N)=N[C@](C)(c2cc(Nc3cncc(F)c3)ccc2F)C1(F)F,6.356547323513812,True
3959,CHEMBL1645517,440.0,nM,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCC(O)C(=O)Nc1cccc(C(=O)O)c1,6.356547323513812,False
3960,CHEMBL3653387,440.0,nM,C[C@@]1(c2cc(Br)cc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)COCC(N)=N1,6.356547323513812,True
3961,CHEMBL2158259,440.0,nM,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC(C)(C)Cn2nc(CC(C)(C)C)cc21,6.356547323513812,True
3962,CHEMBL428074,440.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Cc3ccc(OC)cc3)CCN2)c1,6.356547323513812,False
3963,CHEMBL3747191,440.0,nM,CC(C)(C)OC(=O)N1C[C@H](Nc2nc3cc(Cl)ccc3[nH]2)[C@@H](OC(=O)c2ccc(-c3ccccc3)cc2)C1,6.356547323513812,False
3964,CHEMBL1097326,440.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(OC)c3)CCN2)c1,6.356547323513812,True
3965,CHEMBL3656169,443.2,nM,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCCC1,6.353400248279627,True
3966,CHEMBL3654229,444.0,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccn(C4CC4)n3)C[C@H]2CS1,6.35261702988538,True
3967,CHEMBL3673188,445.0,nM,N#Cc1cc(C23CO[C@@H](COCc4ccccc4)C[C@H]2CSC(N)=N3)c(F)cc1F,6.351639989019068,True
3969,CHEMBL1923158,447.0,nM,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,6.349692476868063,True
3971,CHEMBL3969985,447.0,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](C3CCCO3)C[C@H]2CS1,6.349692476868063,True
3972,CHEMBL1258121,450.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(CC(C)(C)C)nn2)CC1,6.346787486224656,True
3973,CHEMBL3897096,450.0,nM,CC1(c2cccc(NCc3ccc(Cl)cc3)c2)COCC(N)=N1,6.346787486224656,True
3976,CHEMBL541999,450.0,nM,CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)CCc1ccccc1)C(=O)NCc1ccccc1,6.346787486224656,False
3978,CHEMBL3642614,450.0,nM,CC1(c2cc(NC(=O)c3cc4cc(F)ccc4[nH]3)ccc2F)CCSC(N)=N1,6.346787486224656,True
3979,CHEMBL3745974,450.0,nM,COc1ccc2[nH]c(N[C@H]3CN(C(=O)OC(C)(C)C)C[C@@H]3OC(=O)c3ccc(-c4ccccc4)cc3)nc2c1,6.346787486224656,False
3980,CHEMBL2380813,450.0,nM,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2cn[nH]c2)C(=O)O)=N1,6.346787486224656,True
3981,CHEMBL202057,450.0,nM,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)C2CCCCC2)c1)S(C)(=O)=O,6.346787486224656,True
3982,CHEMBL2349611,455.0,nM,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccccc4)cc32)N=C1N,6.341988603342887,True
3983,CHEMBL3959903,455.0,nM,CCCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,6.341988603342887,True
3984,CHEMBL3688772,456.0,nM,COc1cnc2c(Nc3ccc(F)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)nccc2c1,6.341035157335565,True
3985,CHEMBL4453649,456.2,nM,Cc1cc(F)ccc1-c1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,6.340844719059371,True
3986,CHEMBL4160644,457.0,nM,C[C@]1(c2cc(NC(=O)c3cnc(N4CCC4)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,6.34008379993015,True
3987,CHEMBL3972526,457.9,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-n3ccccc3=O)cc1C21N=C(N)N(C)C1=O,6.339229356472303,True
3988,CHEMBL1092000,460.0,nM,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1,6.337242168318426,True
3992,CHEMBL324109,460.0,nM,CCC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](O)CC(=O)NC(CCSC)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,6.337242168318426,False
3993,CHEMBL3927854,461.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3(C)CCC3)cs2)CO1,6.336299074610352,True
3994,CHEMBL4764740,465.0,nM,FC(F)(F)c1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1,6.332547047110046,True
3995,CHEMBL3656170,465.8,nM,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCOCC1,6.331800515801338,True
3996,CHEMBL3650185,466.0,nM,Cn1ncc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,6.33161408331,True
3997,CHEMBL3654230,467.0,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3nc(C(F)(F)F)co3)C[C@H]2CS1,6.330683119433887,True
3998,CHEMBL583899,470.0,nM,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(C23CC4CC(CC(C4)C2)C3)N=C1N,6.327902142064282,True
4000,CHEMBL2346802,470.0,nM,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=N1,6.327902142064282,True
4001,CHEMBL1230648,470.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)cs2)CC1,6.327902142064282,True
4002,CHEMBL1824352,470.0,nM,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(Cl)s1,6.327902142064282,True
4003,CHEMBL3693254,473.0,nM,CNc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,6.325138859262188,True
4004,CHEMBL3654218,473.0,nM,Cc1cnc([C@H]2C[C@H]3[C@@H](C)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)o1,6.325138859262188,True
4005,CHEMBL3920999,473.3,nM,CC(C)N1C(=O)C2(N=C1N)c1ccccc1CC21CCC(OC(F)F)CC1,6.324863495532005,True
4006,CHEMBL3971961,475.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)C3CC3)cs2)CO1,6.323306390375134,True
4007,CHEMBL3400767,480.0,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccccc2)C(=O)O)c1,6.318758762624412,True
4008,CHEMBL2347367,480.0,nM,CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,6.318758762624412,True
4011,CHEMBL4574888,480.0,nM,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2ccccc2)N=C(N)S1,6.318758762624412,True
4012,CHEMBL1915983,480.0,nM,COC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,6.318758762624412,True
4013,CHEMBL3746896,480.0,nM,CC(C)c1ccc(CO[C@H]2CN(S(=O)(=O)c3ccccc3)C[C@@H]2Nc2nc3cc(F)ccc3[nH]2)cc1,6.318758762624412,True
4014,CHEMBL572772,480.0,nM,CO[C@@H](COC(C)C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,6.318758762624412,True
4015,CHEMBL4113818,481.5,nM,COCC(C)N1C(=O)[C@]2(N=C1N)c1cc(CCC3CC3)ccc1CC21CCC(OC)CC1,6.317403708539446,True
4017,CHEMBL253165,484.0,nM,CCCCN(CCCC)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,6.315154638355588,True
4018,CHEMBL3926276,484.0,nM,CC1([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)CC1,6.315154638355588,True
4019,CHEMBL3944166,485.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OCC(F)F)cn3)cs2)CO1,6.314258261397736,True
4020,CHEMBL1087579,490.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CNCCN2)c1,6.309803919971486,True
4022,CHEMBL3670356,490.0,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,6.309803919971486,True
4023,CHEMBL561217,490.0,nM,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CC4)cc13)NS(=O)(=O)CCC2,6.309803919971486,True
4024,CHEMBL3914462,493.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1c(F)cccc1C21N=C(N)N(C)C1=O,6.30715308072277,True
4025,CHEMBL3683840,494.5,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(OC)n1,6.305833704066802,True
4026,CHEMBL234762,495.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,6.305394801066431,True
4028,CHEMBL3688633,499.5,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3cc4ccccc4cn3)ccc2F)[C@H]2C[C@H]2O1,6.301464507437999,True
4029,CHEMBL220813,500.0,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CN[C@H](C)C(=O)NCC(C)C)c1,6.301029995663981,True
4030,CHEMBL565550,500.0,nM,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](Nc2cccnc2)NC1,6.301029995663981,True
4031,CHEMBL3693253,500.0,nM,COc1cnc(C(=O)Nc2cccc([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,6.301029995663981,True
4032,CHEMBL315706,500.0,nM,CC(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,6.301029995663981,False
4033,CHEMBL89530,500.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,6.301029995663981,False
4036,CHEMBL443239,500.0,nM,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,6.301029995663981,True
4037,CHEMBL2349608,501.0,nM,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccns4)cc32)N=C1N,6.300162274132754,True
4038,CHEMBL2347867,503.0,nM,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o/c1=N\c1ccccc1,6.298432014944073,False
4039,CHEMBL3645169,505.0,nM,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)CCS1,6.296708621881338,True
4040,CHEMBL3656171,505.8,nM,COC1CCC2(CCc3ccc(-c4cccc(C#N)c4)cc3C23N=C(N)N(C)O3)CC1,6.296021174991614,True
4041,CHEMBL3688764,506.5,nM,COc1cnc2c(Nc3ccc(F)c([C@@]4(C)N=C(N)O[C@@H]5C[C@@H]54)c3)nccc2c1,6.295420550303701,True
4045,CHEMBL1916161,510.0,nM,CC(C)C[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,6.292429823902063,True
4047,CHEMBL3890737,510.0,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ncccc4F)ccc3F)OCC[C@H]2CS1,6.292429823902063,True
4048,CHEMBL3640241,510.0,nM,C[C@@]1(c2cc(Nc3ncc4ccccn34)ccc2F)CCSC(N)=N1,6.292429823902063,True
4049,CHEMBL502172,511.0,nM,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CCN(Cc3ccccc3)CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,6.291579099865287,True
4050,CHEMBL3261050,514.0,nM,COc1cnc(C(=O)Nc2cccc([C@]3(C4CCCCC4)CSC(N)=N3)c2)cn1,6.289036881004725,True
4051,CHEMBL3670299,514.0,nM,COc1cnc(C(=O)Nc2cccc(C3(C4CCCCC4)CSC(N)=N3)c2)cn1,6.289036881004725,True
4052,CHEMBL1923709,514.0,nM,CC(C)(C)Nc1c(-c2cccc(-c3nc4ccccc4[nH]3)c2)nc2ccccn12,6.289036881004725,True
4053,CHEMBL3672708,516.0,nM,COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1,6.287350298372789,True
4054,CHEMBL3918155,519.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3cnc(OC4CC4)cn3)cs2)CO1,6.284832642151542,True
4056,CHEMBL567259,520.0,nM,COc1ncccc1-c1cccc(C2(c3ccc(OC(F)(F)F)cc3)N=C(N)N(C)C2=O)c1,6.2839966563652006,True
4057,CHEMBL137101,520.0,nM,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,6.2839966563652006,False
4058,CHEMBL3656204,521.1,nM,CCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,6.283078926833239,True
4060,CHEMBL514310,524.0,nM,Cc1cc2c(C(=O)N[C@H](C)c3ccccc3)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNC3CC3)cc2o1,6.280668713016274,True
4061,CHEMBL3688691,525.0,nM,NC1=N[C@@](c2cccc(NC(=O)c3ccc(Cl)cn3)c2)(C(F)F)[C@H]2C[C@H]2O1,6.279840696594043,True
4062,CHEMBL137756,530.0,nM,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C,6.275724130399211,False
4064,CHEMBL2177340,534.0,nM,COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,6.272458742971444,True
4065,CHEMBL3941301,536.0,nM,COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1,6.270835210307229,True
4067,CHEMBL2408762,538.0,nM,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(C)=O)CCC2,6.269217724333611,True
4068,CHEMBL4110655,540.0,nM,C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F,6.267606240177031,True
4069,CHEMBL1270528,540.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C/C3CC3)c2)N=C1N,6.267606240177031,True
4070,CHEMBL3653345,540.0,nM,CC1(c2cccc(NC(=O)c3ncc(Br)cn3)c2)COCC(N)=N1,6.267606240177031,True
4071,CHEMBL3943888,542.0,nM,NC1=N[C@](CF)(c2cc(-c3nc4ccc(Cl)cc4o3)ccc2F)C[C@@H](C(F)(F)F)O1,6.266000713461613,True
4072,CHEMBL1923701,545.0,nM,COc1ccc2[nH]c(-c3cc(C(=O)N[C@@H](C)c4ccccc4)cc(N(C)S(C)(=O)=O)c3)nc2c1,6.263603497723357,True
4073,CHEMBL3969581,546.7,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(C#N)s3)cc1C21N=C(N)N(C(C)C)C1=O,6.262250926108443,True
